"ts","ts_end","ts_unix","ts_end_unix","ts_delta","srcip_str","srcip","dstip","srcport","ratio","bpf","ppf","dpf"
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,2416,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,39278,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,31966,165,3637,22,2757
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,33729,160,3701,23,2781
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,28472,160,3701,23,2781
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,61266,160,3701,23,2781
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,57095,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,54057,165,3637,22,2757
"2016-10-06 23:35:03","2016-10-06 23:36:03",1475796903000,1475796963000,60000,"50.233.89.198",854153670,-1062729170,61139,156,3765,24,2805
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,65211,162,3573,22,2693
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,4958,160,3701,23,2781
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,22039,165,3637,22,2757
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,47641,160,3701,23,2781
"2016-10-06 23:07:03","2016-10-06 23:09:02",1475795223000,1475795342000,119000,"50.233.89.198",854153670,-1062729170,60505,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,34456,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,25960,160,3701,23,2781
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,16496,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,51570,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,32793,165,3637,22,2757
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,39795,165,3637,22,2757
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,64605,160,3701,23,2781
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,52099,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,64899,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,46711,165,3637,22,2757
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,56437,165,3637,22,2757
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,5653,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,31293,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,60651,165,3637,22,2757
"2016-10-06 23:22:03","2016-10-06 23:24:03",1475796123000,1475796243000,120000,"50.233.89.198",854153670,-1062729170,10211,158,3637,23,2717
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,30326,158,3637,23,2717
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,54798,160,3701,23,2781
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,30469,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,51915,160,3701,23,2781
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,47111,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,9046,160,3701,23,2781
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,29711,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,22014,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,42194,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,29759,160,3689,23,2769
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,3172,156,4229,27,3149
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,11659,160,3701,23,2781
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,46469,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,27842,160,3701,23,2781
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,2790,162,3573,22,2693
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,6003,160,3701,23,2781
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,36703,160,3701,23,2781
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,9934,160,3701,23,2781
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,53283,160,3701,23,2781
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,64412,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,41121,162,3573,22,2693
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,37040,144,4045,28,2925
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,47910,160,3701,23,2781
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,35147,165,3637,22,2757
"2016-10-06 23:14:03","2016-10-06 23:20:03",1475795643000,1475796003000,360000,"50.233.89.198",854153670,-1062729170,16523,160,7402,46,5562
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,23539,165,3637,22,2757
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,41994,165,3637,22,2757
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,10298,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,41592,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,23772,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,59843,160,3701,23,2781
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,59677,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,20253,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,49131,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,24070,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,25747,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,61919,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,65511,160,3701,23,2781
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,10485,158,3637,23,2717
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,41796,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,2913,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,65311,160,3689,23,2769
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,4786,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,39709,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,53899,160,3701,23,2781
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,45741,160,3701,23,2781
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,12496,160,3701,23,2781
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,5729,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,36553,160,3701,23,2781
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,45768,165,3637,22,2757
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,11724,165,3637,22,2757
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,17271,160,3701,23,2781
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,4231,165,3637,22,2757
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,37429,158,3637,23,2717
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,1543,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,46830,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,60018,160,3701,23,2781
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,26729,161,4201,26,3161
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,49773,165,3637,22,2757
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,63140,165,3637,22,2757
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,2916,165,3637,22,2757
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,15441,165,3637,22,2757
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,36159,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,2239,165,3637,22,2757
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,29179,158,3637,23,2717
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,26012,162,3573,22,2693
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,54227,160,3701,23,2781
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,23913,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,50587,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,31264,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,51885,158,3653,23,2733
"2016-10-06 23:29:03","2016-10-06 23:31:03",1475796543000,1475796663000,120000,"50.233.89.198",854153670,-1062729170,64133,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,40855,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,30780,165,3637,22,2757
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,3842,165,3637,22,2757
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,14754,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:35:03",1475796784000,1475796903000,119000,"50.233.89.198",854153670,-1062729170,34411,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,19826,165,3637,22,2757
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,13525,155,3741,24,2781
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,28904,160,3689,23,2769
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,52513,165,3637,22,2757
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,48970,158,3637,23,2717
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,49155,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,16716,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,40924,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,7774,162,3573,22,2693
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,47276,165,3637,22,2757
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,59042,160,3701,23,2781
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,26639,165,3637,22,2757
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,59422,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,64660,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:13:03",1475795463000,1475795583000,120000,"50.233.89.198",854153670,-1062729170,41143,160,3701,23,2781
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,17091,165,3637,22,2757
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,25435,162,3573,22,2693
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,4110,162,3573,22,2693
"2016-10-06 23:13:03","2016-10-06 23:15:03",1475795583000,1475795703000,120000,"50.233.89.198",854153670,-1062729170,14459,165,3637,22,2757
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,12350,160,3701,23,2781
"2016-10-06 23:19:03","2016-10-06 23:20:03",1475795943000,1475796003000,60000,"50.233.89.198",854153670,-1062729170,22638,164,3613,22,2733
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,34049,160,3701,23,2781
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,21058,165,3637,22,2757
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,16850,158,3637,23,2717
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,33189,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,1762,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,27449,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,26828,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,42887,160,3701,23,2781
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,50150,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,43691,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,2377,165,3637,22,2757
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,3746,160,3701,23,2781
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,16038,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,50858,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,13506,160,3701,23,2781
"2016-10-06 23:35:03","2016-10-06 23:36:03",1475796903000,1475796963000,60000,"50.233.89.198",854153670,-1062729170,34405,165,3637,22,2757
